model,year,transmission,mileage,fuelType,mpg,engineSize,price
 Yaris,2008,Manual,90000,Petrol,23.55,1.3,2695
 Focus,2009,Manual,104000,Diesel,23.95,2,2695
 Fiesta,2011,Manual,99000,Petrol,25.2,1.2,2695
 TT,2018,Semi-Auto,17648,Petrol,17.25,2.5,39995
 Aygo,2011,Manual,82708,Petrol,30.7,1,2695
 Fiesta,1998,Manual,37000,Petrol,20.75,1.2,2699
A8,2019,Semi-Auto,10090,Petrol,18.85,3,39995
 Yaris,2005,Manual,64373,Petrol,25.2,1,2699
 IQ,2009,Manual,74095,Petrol,32.85,1,2699
Q2,2019,Manual,3657,Diesel,24.8,1.6,22663
Q2,2019,Manual,4502,Diesel,23.95,1.6,24368
I30,2009,Manual,105863,Petrol,22.8,1.6,2699
Q2,2018,Manual,16414,Petrol,25.2,1.4,19990
Q2,2018,Manual,27198,Petrol,25.2,1.4,21495
A3,2018,Semi-Auto,17166,Petrol,21.75,2,28995
A3,2018,Semi-Auto,18283,Petrol,22.05,2,26990
Q5,2018,Semi-Auto,15076,Diesel,28.25,2,27995
 Focus,2010,Manual,95000,Petrol,21.1,1.6,2725
 Yaris,2006,Automatic,94000,Petrol,24.35,1.3,2750
A4,2020,Semi-Auto,7521,Diesel,24.8,2,38534
A7,2019,Semi-Auto,933,Diesel,22.8,2,41995
A3,2019,Semi-Auto,6018,Diesel,26.15,1.6,19990
A3,2019,Manual,11330,Petrol,21.4,1.5,18495
 Yaris,2006,Manual,48000,Petrol,23.55,1.3,2750
 Fusion,2008,Automatic,66000,Petrol,18.6,1.6,2750
A5,2019,Semi-Auto,4327,Petrol,19.9,2,30709
Q7,2019,Semi-Auto,4813,Diesel,16.6,3,48136
Q2,2019,Manual,3578,Diesel,23.95,1.6,24365
A6,2019,Semi-Auto,4196,Diesel,23.95,2,33295
 Mondeo,2009,Automatic,110000,Diesel,19.9,2,2750
 Fiesta,2009,Manual,98000,Petrol,24.8,1.2,2750
 Octavia,2009,Automatic,241565,Diesel,23.95,1.9,2750
 Golf,2010,Manual,122437,Diesel,28.8,2,2750
 Polo,2010,Manual,105640,Petrol,25.7,1.2,2750
 Polo,2011,Manual,126000,Petrol,25.7,1.2,2750
 Golf,2010,Manual,138000,Diesel,31.4,1.6,2775
 Mondeo,2009,Manual,114000,Petrol,17.9,2,2790
 Yaris,2005,Manual,48830,Petrol,25.2,1.3,2795
3 Series,2006,Manual,76000,Diesel,25.2,2,2795
A3,2018,Manual,6321,Petrol,25.2,2,18990
A8,2018,Semi-Auto,4440,Petrol,18.85,3,40990
A3,2019,Manual,2085,Diesel,25.7,1.6,23995
Q5,2019,Semi-Auto,2712,Diesel,19.1,2,37995
A6,2019,Semi-Auto,3968,Diesel,23.95,2,33410
Q2,2019,Manual,6921,Petrol,23.55,1,22997
 Yaris,2006,Manual,86000,Petrol,23.55,1.3,2795
A3,2007,Manual,104000,Diesel,26.65,1.9,2795
 Fiesta,2007,Manual,63000,Petrol,23.55,1.2,2795
A5,2019,Semi-Auto,7215,Diesel,23.15,2,27990
A6,2019,Semi-Auto,5397,Diesel,25.2,2,29990
A3,2019,Manual,4963,Petrol,21.4,1.5,23377
 Corolla,2007,Manual,71248,Petrol,18.35,1.8,2795
 Touran,2008,Manual,148297,Diesel,23.15,2,2795
 Aygo,2010,Manual,70000,Petrol,31.4,1,2795
A4,2018,Semi-Auto,13907,Petrol,24.8,1.4,23995
A1,2018,Manual,20106,Petrol,33.65,1,14495
Q5,2018,Semi-Auto,7891,Petrol,20.45,2,30995
A4,2019,Semi-Auto,4836,Diesel,24.35,2,26490
A5,2019,Manual,4587,Petrol,18.6,2,34259
A5,2019,Manual,5721,Petrol,18.6,2,35131
Q7,2019,Semi-Auto,4236,Diesel,16.6,3,50414
 Fabia,2011,Manual,80000,Diesel,33.65,1.6,2795
 Focus,2007,Automatic,50403,Petrol,18.55,1.6,2799
 Fiesta,2009,Manual,70103,Petrol,23.55,1.2,2799
A6,2019,Semi-Auto,10852,Diesel,23.95,2,30990
A3,2019,Manual,10059,Petrol,21.75,1.5,18490
A3,2019,Manual,5985,Petrol,21.75,1.5,18490
A4,2019,Semi-Auto,6214,Petrol,19.35,2,26490
RS5,2019,Semi-Auto,5089,Petrol,15.05,2.9,59995
Q2,2019,Manual,2756,Petrol,21.1,1,24995
A6,2019,Semi-Auto,4982,Diesel,23.95,2,29490
I10,2009,Manual,67887,Petrol,28.25,1.1,2799
 Fiesta,2010,Manual,90000,Petrol,25.2,1.2,2799
 KA,2010,Manual,89027,Petrol,27.7,1.2,2799
RS5,2019,Semi-Auto,3382,Petrol,15.05,2.9,58995
A3,2018,Manual,17789,Petrol,27.15,1.5,19995
A6,2019,Semi-Auto,5023,Diesel,23.95,2,33640
A6,2019,Semi-Auto,6238,Diesel,18.85,3,53939
A5,2019,Semi-Auto,4520,Petrol,19.9,2,30719
A5,2019,Semi-Auto,5210,Petrol,19.9,2,30197
A5,2019,Semi-Auto,3256,Petrol,20.2,2,27022
A4,2019,Semi-Auto,5201,Diesel,22.05,2,37560
Q7,2019,Semi-Auto,28,Diesel,16.8,3,49990
 Focus,2010,Manual,100900,Petrol,21.1,1.6,2799
 Yaris,2007,Automatic,93000,Petrol,24.35,1.3,2840
 TT,2002,Manual,99000,Petrol,15.05,1.8,2876
 Fiesta,2010,Manual,73000,Petrol,24.35,1.4,2876
3 Series,2004,Manual,133175,Petrol,18.1,2,2888
 Fusion,2009,Automatic,44000,Petrol,18.85,1.6,2890
 Avensis,2009,Manual,114000,Diesel,27.7,2,2890
A5,2019,Semi-Auto,5712,Diesel,25.7,2,30728
 Mondeo,2010,Manual,108000,Diesel,24.35,1.8,2890
 KA,2011,Manual,67532,Petrol,28.85,1.2,2890
 Golf,2006,Manual,73566,Petrol,20.75,1.6,2891
 TT,2004,Manual,129000,Petrol,15.4,1.8,2895
A3,2005,Manual,106790,Petrol,17.65,1.6,2895
 Golf,2005,Manual,73102,Petrol,20.75,1.6,2895
 Terracan,2005,Manual,130000,Diesel,16.4,2.9,2895
 Focus,2007,Automatic,54000,Petrol,17.45,2,2895
Q3,2018,Semi-Auto,9185,Petrol,24.35,1.4,25995
Q2,2019,Manual,1592,Petrol,19.6,1.5,25995
 Fiesta,2007,Manual,50000,Petrol,22.8,1.4,2895
Q8,2019,Semi-Auto,4488,Diesel,16.8,3,48995
 C-MAX,2008,Manual,90000,Petrol,20.45,1.6,2895
 Focus,2008,Manual,91000,Petrol,21.05,1.6,2895
 Polo,2008,Manual,99000,Petrol,24.35,1.2,2895
Q2,2018,Manual,8211,Diesel,24.8,1.6,18998
 Octavia,2008,Manual,135000,Diesel,24.8,2,2895
I30,2010,Manual,82000,Petrol,23.15,1.4,2895
 Focus,2008,Automatic,75800,Petrol,18.85,1.6,2900
 Tucson,2008,Manual,83000,Diesel,19.9,2,2950
 Focus,2009,Manual,68500,Petrol,21.1,1.6,2950
 Fiesta,2010,Manual,70000,Diesel,33.65,1.4,2950
I10,2010,Manual,62000,Petrol,28.25,1.2,2950
 KA,2013,Manual,69000,Petrol,28.85,1.2,2975
 Yaris,2010,Manual,79000,Petrol,27.7,1.3,2978
A3,2019,Semi-Auto,6266,Petrol,19.1,2,24998
3 Series,2002,Manual,121821,Petrol,14.7,2.5,2990
A3,2018,Manual,13147,Diesel,33.65,1.6,18995
A4,2005,Manual,95000,Petrol,17.45,2,2990
Q2,2018,Manual,23813,Petrol,27.7,1,17495
1 Series,2006,Manual,88000,Petrol,18.85,1.6,2990
 Aygo,2010,Manual,69000,Petrol,31.4,1,2990
I10,2013,Manual,75000,Petrol,30.7,1.2,2990
RAV4,2007,Manual,120870,Diesel,21.4,2.2,2991
 Fiesta,2009,Manual,79089,Petrol,24.8,1.2,2991
Q2,2019,Semi-Auto,79,Diesel,23.15,2,25998
 Focus,2009,Manual,89969,Petrol,21.1,1.6,2991
 Auris,2009,Manual,91379,Petrol,24.35,1.3,2991
RS3,2018,Semi-Auto,5431,Petrol,17,2.5,39995
 KA,2010,Manual,91811,Petrol,27.7,1.2,2991
 Aygo,2011,Manual,83684,Petrol,30.7,1,2991
 Aygo,2014,Manual,69269,Petrol,32.85,1,2991
A4,2006,Manual,114000,Diesel,24.35,2,2995
1 Series,2006,Manual,90000,Diesel,24.8,2,2995
 S-MAX,2006,Manual,111000,Diesel,22.8,1.8,2995
 Eos,2006,Manual,92640,Diesel,24,2,2995
A3,2019,Semi-Auto,3036,Petrol,17.25,2,31795
A4,2019,Semi-Auto,2703,Diesel,20.45,3,39995
A3,2007,Manual,128000,Diesel,24.35,2,2995
A3,2018,Manual,8545,Diesel,26.65,1.6,21495
3 Series,2007,Automatic,124200,Diesel,20.45,2,2995
 Focus,2007,Manual,63000,Petrol,19.9,1.8,2995
 S-MAX,2007,Manual,129000,Diesel,22.8,1.8,2995
 Polo,2007,Automatic,106000,Petrol,20.45,1.4,2995
 Yaris,2007,Manual,63400,Petrol,23.55,1.3,2995
 Auris,2007,Manual,79183,Petrol,19.9,1.6,2995
Q5,2018,Semi-Auto,20283,Petrol,17,3,37500
 Roomster,2007,Automatic,99700,Petrol,19.9,1.6,2995
A3,2008,Manual,117000,Diesel,24.35,2,2995
A3,2008,Manual,136000,Diesel,24.35,2,2995
1 Series,2009,Manual,120000,Diesel,31.4,2,2995
 Focus,2009,Manual,98000,Diesel,27.15,1.8,2995
Q5,2018,Semi-Auto,20300,Petrol,17,3,38900
A5,2019,Semi-Auto,50,Petrol,20.2,2,24498
 KA,2009,Manual,61000,Petrol,27.7,1.2,2995
 Focus,2009,Manual,109000,Diesel,26.65,1.8,2995
Q5,2018,Semi-Auto,14600,Diesel,27.7,2,29995
A1,2019,Manual,3232,Petrol,25.2,1,23995
 Focus,2009,Manual,93400,Petrol,21.1,1.6,2995
 KA,2009,Manual,73000,Petrol,27.7,1.2,2995
A7,2018,Semi-Auto,6850,Diesel,19.1,3,38995
 C-MAX,2009,Manual,87500,Petrol,19.9,1.8,2995
A7,2018,Semi-Auto,13082,Petrol,19.9,3,35995
A3,2019,Semi-Auto,10522,Petrol,21.75,1.5,18995
A3,2018,Manual,12795,Petrol,23.55,1,19995
Q5,2018,Automatic,8250,Diesel,19.1,2,34995
Q2,2019,Automatic,5859,Diesel,23.95,1.6,23995
A4,2019,Automatic,8235,Diesel,22.05,2,37995
Q3,2019,Manual,5356,Diesel,20.45,2,35995
A6,2019,Automatic,5565,Diesel,23.95,2,34995
 Passat,2009,Manual,90000,Diesel,23.55,2,2995
Q2,2019,Manual,2940,Petrol,19.6,1.5,26495
 Polo,2009,Manual,89000,Diesel,36.2,1.4,2995
A8,2020,Semi-Auto,1100,Diesel,20.2,3,52995
Q5,2018,Semi-Auto,24408,Petrol,20.2,2,30995
RS4,2020,Semi-Auto,2200,Petrol,14.4,2.9,69995
A7,2020,Semi-Auto,500,Diesel,19.35,3,51995
3 Series,2010,Manual,101104,Petrol,22.4,2,2995
A3,2018,Automatic,17252,Petrol,28.25,1.5,22995
 Fiesta,2010,Manual,99000,Petrol,24.8,1.2,2995
 Focus,2010,Manual,114000,Petrol,21.1,1.6,2995
 KA,2010,Manual,90000,Diesel,33.65,1.2,2995
 Focus,2010,Manual,88000,Petrol,21.1,1.6,2995
Q7,2018,Automatic,3893,Diesel,19.6,4,60995
 KA,2010,Manual,48000,Petrol,27.7,1.2,2995
Q5,2018,Automatic,4286,Petrol,17,3,42995
Q5,2018,Automatic,22913,Diesel,28.25,2,28995
Q5,2019,Semi-Auto,4125,Diesel,19.1,2,36995
Q3,2019,Semi-Auto,4000,Petrol,15.85,2,34995
Q5,2019,Semi-Auto,5123,Diesel,19.1,2,38495
A4,2019,Automatic,5000,Diesel,20.45,3,43495
A5,2019,Automatic,6500,Diesel,23.15,2,34995
I10,2010,Manual,58000,Petrol,28.25,1.2,2995
 Fiesta,2011,Manual,94000,Diesel,34.45,1.4,2995
Q5,2019,Automatic,11565,Diesel,19.1,2,36995
A3,2019,Automatic,10434,Petrol,21.1,1.5,22995
 KA,2011,Manual,76000,Petrol,27.7,1.2,2995
 Avensis,2011,Automatic,127000,Diesel,21.4,2.2,2995
 Fiesta,2012,Manual,98000,Petrol,25.2,1.2,2995
I10,2012,Manual,50800,Petrol,30.7,1.2,2995
 Focus,2013,Manual,130000,Diesel,38.2,1.6,2995
I20,2013,Manual,97500,Petrol,28.8,1.2,2995
Q5,2019,Automatic,7256,Diesel,19.1,2,35995
 Fiesta,2010,Manual,94000,Petrol,25.2,1.2,2998
A4,2018,Semi-Auto,11047,Diesel,28.25,2,28995
 Golf,2007,Manual,94000,Petrol,20.2,1.6,2999
 Polo,2007,Manual,83000,Petrol,21.75,1.4,2999
A4,2019,Manual,7422,Petrol,19.6,2,25995
1 Series,2008,Manual,92000,Petrol,22.05,2,2999
Q3,2019,Semi-Auto,5454,Petrol,15.35,2,38995
A3,2019,Manual,12785,Petrol,21.4,1.5,19995
A6,2019,Automatic,7486,Diesel,19.6,3,42995
A5,2019,Automatic,9256,Diesel,22.8,2,36995
A4,2019,Automatic,13690,Diesel,23.95,2,29995
 Golf,2008,Manual,104000,Petrol,20.2,1.6,2999
Q5,2019,Automatic,6400,Diesel,19.1,2,34995
A3,2019,Manual,3265,Petrol,23.55,1,19495
 Aygo,2008,Manual,33000,Petrol,30.7,1,2999
 Golf,2009,Manual,101702,Diesel,34.45,1.6,2999
 KA,2010,Manual,38000,Petrol,27.7,1.2,2999
 Escort,1996,Manual,50000,Petrol,17.2,1.8,3000
 Focus,2008,Manual,91000,Petrol,25.7,1,3000
 Fiesta,2009,Manual,73000,Petrol,24.8,1.2,3000
A4,2020,Semi-Auto,100,Petrol,19.6,2,29995
RS4,2019,Semi-Auto,8503,Diesel,16.8,2.9,52995
Q2,2019,Semi-Auto,1296,Petrol,17.25,2,28995
 Focus,2010,Manual,81124,Diesel,23.95,2,3000
 KA,2011,Manual,64304,Petrol,28.85,1.2,3000
3 Series,2001,Automatic,90000,Petrol,13.85,3,3050
Z4,2014,Manual,31074,Petrol,20.75,2,3076
I20,2010,Manual,64000,Petrol,27.15,1.2,3095
 Aygo,2013,Manual,85281,Petrol,32.85,1,3180
 Yaris,2007,Automatic,62000,Petrol,24.35,1.3,3190
A4,2005,Manual,123000,Petrol,16.8,1.8,3195
 Golf,2006,Manual,89000,Petrol,20.2,1.6,3195
 Beetle,2006,Manual,117000,Diesel,25.2,1.9,3195
 Polo,2008,Manual,58500,Petrol,21.75,1.4,3195
A6,2019,Semi-Auto,19118,Diesel,23.95,2,25998
Q3,2019,Semi-Auto,4436,Petrol,16.05,2,38995
Q8,2019,Semi-Auto,5978,Diesel,15.35,4,83995
A1,2019,Manual,2235,Petrol,24.8,1,19995
 Fiesta,2009,Manual,65700,Petrol,26.15,1.2,3195
 C-MAX,2010,Manual,73929,Diesel,28.85,1.6,3195
A3,2018,Manual,19686,Diesel,34.45,1.6,15590
 KA,2010,Manual,80000,Petrol,27.7,1.2,3195
 Aygo,2010,Manual,54000,Petrol,30.7,1,3195
A1,2018,Manual,18120,Petrol,28.85,1.4,12500
 Fabia,2013,Manual,68221,Petrol,25.7,1.2,3195
 Fusion,2008,Manual,55789,Petrol,18.6,1.6,3199
A3,2018,Semi-Auto,30547,Diesel,35.3,1.6,16995
 Fiesta,2010,Manual,68700,Diesel,33.65,1.4,3200
 Fiesta,2011,Manual,92737,Diesel,34.45,1.4,3249
 KA,2009,Manual,43000,Petrol,27.7,1.2,3250
 Auris,2009,Manual,84300,Petrol,21.75,1.6,3250
I10,2012,Manual,64000,Petrol,30.7,1.2,3250
 Passat,2008,Manual,126000,Petrol,18.6,1.8,3275
A6,2018,Manual,30,Diesel,19.6,3,37995
Q5,2019,Automatic,7093,Diesel,19.1,2,35995
Q2,2020,Semi-Auto,1934,Petrol,16.25,2,35495
A4,2019,Semi-Auto,4708,Diesel,24.8,2,28995
Q3,2019,Automatic,4304,Diesel,18.85,2,38995
 Terracan,2003,Manual,78000,Diesel,16.4,2.9,3290
Q3,2018,Automatic,11403,Petrol,19.1,1.5,27995
A1,2019,Semi-Auto,1952,Petrol,22.05,1,23995
A6,2019,Semi-Auto,8060,Diesel,18.85,3,41995
A6,2018,Semi-Auto,7415,Diesel,23.95,2,31700
A8,2018,Automatic,9756,Petrol,18.85,3,42000
A5,2018,Automatic,9102,Diesel,25.7,3,33500
Q5,2018,Automatic,6002,Diesel,19.1,2,31000
Q7,2018,Automatic,6591,Diesel,16.6,3,45000
Q2,2019,Manual,1000,Diesel,24.8,1.6,22495
A3,2019,Automatic,5450,Petrol,22.4,1.5,21995
Q2,2019,Automatic,1000,Diesel,23.15,2,29809
A5,2019,Automatic,1000,Petrol,20.2,2,31995
 Polo,2010,Manual,109000,Petrol,25.7,1.2,3290
Q7,2018,Automatic,11719,Diesel,19.6,4,55500
Q5,2019,Automatic,3185,Diesel,19.6,2,31500
Q5,2019,Automatic,8744,Diesel,19.6,2,30995
A6,2019,Automatic,238,Diesel,23.95,2,32250
A5,2019,Automatic,4693,Diesel,23.55,2,31695
 Polo,2006,Manual,116000,Petrol,17.9,1.8,3295
 Mondeo,2008,Manual,85500,Petrol,17.9,2,3295
 Golf,2008,Manual,97877,Diesel,23.15,2,3295
 Fiesta,2009,Manual,95000,Petrol,24.8,1.4,3295
 KA,2009,Manual,68441,Petrol,27.7,1.2,3295
Q5,2019,Semi-Auto,6412,Diesel,19.6,2,33995
 Focus,2009,Manual,80000,Petrol,20.2,1.8,3295
 Aygo,2009,Manual,77000,Petrol,31.4,1,3295
A6,2019,Automatic,2394,Diesel,25.2,2,32494
Q5,2019,Automatic,1000,Diesel,19.6,2,36202
Q5,2019,Automatic,1000,Diesel,19.1,2,37395
A6,2019,Automatic,1000,Diesel,25.2,2,31000
A8,2018,Automatic,10296,Diesel,25.2,3,37000
A3,2018,Automatic,6629,Petrol,21.1,1.5,20000
A4,2019,Manual,6768,Diesel,37.15,2,26495
A4,2019,Automatic,5363,Petrol,19.9,2,23995
A7,2019,Automatic,4288,Diesel,19.1,3,42500
 Fabia,2009,Manual,79000,Petrol,23.95,1.2,3295
 Golf,2010,Manual,164000,Diesel,29.45,2,3295
A5,2019,Semi-Auto,6452,Petrol,20.2,2,29000
A7,2019,Automatic,6112,Diesel,19.35,3,41495
A4,2019,Semi-Auto,7447,Diesel,23.95,2,25995
Q5,2019,Automatic,4326,Diesel,19.1,2,35995
Q7,2019,Automatic,5558,Diesel,16.8,3,49995
A6,2019,Automatic,2408,Diesel,25.2,2,31500
Q2,2019,Manual,4430,Petrol,20.45,1.5,23995
Q2,2019,Manual,1000,Diesel,24.8,1.6,23374
Q2,2019,Manual,1000,Diesel,24.8,1.6,22495
 Focus,2011,Manual,86000,Petrol,21.1,1.6,3295
I10,2011,Manual,68000,Petrol,30.7,1.2,3295
 KA,2012,Manual,45500,Petrol,28.85,1.2,3295
A5,2019,Semi-Auto,21480,Diesel,24.35,2,27995
A6,2019,Automatic,6606,Diesel,18.1,3,46000
 KA,2014,Manual,53417,Petrol,28.85,1.2,3295
I30,2007,Automatic,51279,Petrol,20.45,1.6,3299
 Focus,2009,Manual,67416,Petrol,21.1,1.6,3299
 Polo,2009,Manual,91085,Diesel,30.7,1.4,3299
I10,2010,Manual,14360,Petrol,28.25,1.2,3299
 KA,2011,Manual,61437,Petrol,28.85,1.2,3299
A4,2019,Semi-Auto,12853,Petrol,19.1,2,24998
A4,2019,Semi-Auto,13009,Petrol,19.1,2,24998
Q2,2019,Semi-Auto,17,Diesel,23.15,2,25998
 KA,2014,Manual,31935,Petrol,28.85,1.2,3334
 Focus,2009,Manual,52000,Petrol,21.1,1.6,3350
1 Series,2010,Manual,93890,Diesel,31.4,2,3350
 Polo,2010,Manual,95400,Petrol,25.7,1.2,3350
 Galaxy,2007,Manual,134000,Diesel,22.4,1.8,3395
 Auris,2007,Automatic,84000,Petrol,20.45,1.6,3395
 C-MAX,2009,Automatic,88000,Petrol,17.45,2,3395
Q2,2018,Semi-Auto,6672,Diesel,28.85,2,22590
Q2,2018,Manual,10005,Petrol,25.2,1.4,20498
A4,2019,Manual,2069,Petrol,20.75,2,18998
A5,2019,Semi-Auto,24608,Petrol,19.9,2,25998
 Fabia,2011,Manual,80000,Diesel,33.65,1.6,3395
 Grand C-MAX,2011,Manual,142963,Diesel,26.65,2,3399
A3,2008,Manual,92500,Diesel,26.65,1.9,3450
 Focus,2009,Manual,77466,Petrol,21.1,1.6,3450
 Aygo,2009,Manual,44000,Petrol,31.4,1,3470
 Golf,2007,Automatic,42000,Diesel,22.4,2,3480
 Golf,2008,Manual,89000,Diesel,23.15,2,3480
 Focus,2009,Manual,85049,Petrol,21.1,1.6,3485
 Focus,2010,Manual,90000,Diesel,31.4,1.6,3485
 Sharan,2001,Manual,68010,Petrol,15.05,2,3490
A8,2018,Semi-Auto,13512,Diesel,25.2,3,33498
 Santa Fe,2006,Manual,71000,Petrol,14.4,2.4,3490
A3,2008,Manual,82000,Petrol,19.35,1.8,3490
3 Series,2009,Manual,89000,Petrol,23.95,2,3490
I10,2010,Manual,42125,Petrol,28.25,1.2,3490
 Yaris,2011,Manual,71000,Petrol,27.15,1.3,3490
 Yaris,2007,Manual,35930,Petrol,23.55,1.3,3491
 Fiesta,2009,Manual,71926,Petrol,24.8,1.2,3491
I10,2010,Manual,64081,Petrol,28.8,1.2,3491
 Aygo,2011,Manual,87125,Petrol,30.7,1,3491
 KA,2012,Manual,85843,Petrol,28.85,1.2,3491
Q2,2018,Manual,12300,Petrol,26.15,1.4,18695
 KA,2012,Manual,86667,Petrol,28.85,1.2,3491
I10,2012,Manual,67365,Petrol,30.7,1.2,3491
I10,2013,Manual,48000,Petrol,30.7,1.2,3491
 Mondeo,2010,Manual,140000,Diesel,26.65,2,3493
3 Series,2011,Manual,190000,Diesel,34.45,2,3493
Z4,2003,Automatic,70000,Petrol,14.85,3,3495
X3,2004,Automatic,100000,Petrol,11.85,2.5,3495
Q3,2019,Automatic,8849,Diesel,23.55,2,29695
 Avensis,2004,Automatic,44000,Petrol,15.35,2,3495
 Corolla,2005,Manual,77500,Petrol,20.2,1.6,3495
RAV4,2005,Manual,99000,Diesel,19.9,2,3495
A4,2006,Automatic,105000,Petrol,17,2,3495
 Passat,2006,Manual,29000,Petrol,18.6,1.6,3495
A4,2007,Manual,138649,Diesel,16.6,2,3495
3 Series,2007,Manual,130000,Petrol,22.4,2,3495
 Focus,2007,Manual,44000,Diesel,23.95,2,3495
Q3,2018,Semi-Auto,11487,Petrol,21.1,2,24498
 Polo,2007,Manual,71850,Petrol,21.75,1.4,3495
A1,2019,Manual,2065,Petrol,23.15,1.5,20350
Q2,2018,Manual,8026,Petrol,23.55,1,17950
A3,2018,Manual,31500,Petrol,27.7,1.5,18300
Q2,2019,Semi-Auto,3481,Petrol,16.6,2,31888
A4,2018,Semi-Auto,31348,Petrol,25.7,1.4,18288
 Superb,2007,Semi-Auto,47000,Diesel,17.9,2.5,3495
 C-MAX,2008,Manual,27930,Petrol,19.9,1.8,3495
Q2,2018,Semi-Auto,11347,Petrol,26.15,1.4,22988
 Focus,2008,Manual,73000,Petrol,21.1,1.6,3495
 Yaris,2008,Manual,55380,Petrol,26.15,1,3495
A3,2009,Manual,90356,Petrol,20.45,1.6,3495
 Fiesta,2009,Manual,92836,Petrol,24.8,1.4,3495
 Fiesta,2009,Manual,89000,Diesel,38.15,1.6,3495
 Fiesta,2009,Manual,87000,Petrol,23.95,1.6,3495
 Focus,2009,Manual,75000,Petrol,21.1,1.6,3495
 Yaris,2009,Manual,61151,Petrol,27.7,1.3,3495
 Yaris,2009,Manual,81639,Petrol,27.7,1.3,3495
 Yaris,2009,Manual,39400,Petrol,27.7,1.3,3495
 IQ,2009,Manual,43000,Petrol,32.85,1,3495
 Mondeo,2010,Manual,98000,Petrol,17.9,2,3495
A3,2019,Manual,7307,Diesel,25.7,1.6,19995
Q2,2019,Automatic,2402,Diesel,23.95,1.6,22995
Q3,2019,Automatic,4384,Petrol,19.1,1.5,29995
Q2,2019,Automatic,1442,Petrol,20.45,1.5,28495
Q3,2019,Manual,4173,Diesel,20.45,2,30995
A3,2019,Semi-Auto,3243,Petrol,17.25,2,33995
Q2,2019,Automatic,3381,Petrol,20.45,1.5,28495
A3,2019,Automatic,7378,Diesel,26.15,1.6,23495
A1,2019,Semi-Auto,4634,Petrol,20.45,2,24495
Q3,2019,Automatic,7126,Petrol,16.05,2,34995
A1,2020,Manual,556,Petrol,23.95,1,20990
 Focus,2010,Manual,100000,Diesel,31.4,1.6,3495
Q3,2020,Semi-Auto,1904,Petrol,15.7,2,33444
Q3,2020,Semi-Auto,525,Petrol,20.45,1.5,30888
A3,2020,Semi-Auto,2165,Hybrid,70.65,1.4,31990
A1,2020,Manual,1500,Petrol,23.95,1,20888
A1,2019,Manual,1565,Petrol,23.95,1,21490
 Passat,2010,Manual,104690,Diesel,29.45,2,3495
A3,2019,Manual,6350,Diesel,27.15,2,21488
A3,2019,Manual,4538,Diesel,25.7,1.6,21288
A3,2019,Manual,6238,Diesel,25.7,1.6,21288
A3,2019,Semi-Auto,6018,Petrol,20.45,2,22888
Q2,2019,Semi-Auto,4201,Petrol,16.6,2,28888
A3,2019,Manual,5150,Diesel,26.15,1.6,21888
 Polo,2010,Manual,101000,Diesel,36.2,1.2,3495
Q5,2020,Semi-Auto,1986,Diesel,19.1,2,38888
Q2,2020,Manual,4265,Petrol,21.75,1.5,24444
Q3,2020,Semi-Auto,1765,Petrol,15.5,2,39888
Q2,2020,Semi-Auto,820,Petrol,16.25,2,33000
Q3,2020,Semi-Auto,4846,Petrol,15.7,2,33444
Q3,2020,Semi-Auto,475,Petrol,15.7,2,33444
Q3,2020,Semi-Auto,425,Petrol,15.7,2,33444
A6,2019,Semi-Auto,2271,Petrol,17,2,37000
Q2,2019,Semi-Auto,4917,Petrol,20.45,1.5,25444
Q2,2019,Semi-Auto,6070,Petrol,20.45,1.5,26995
Q2,2019,Automatic,7945,Diesel,23.95,1.6,23995
I30,2010,Manual,44670,Petrol,23.15,1.4,3495
I30,2010,Manual,80000,Petrol,23.15,1.4,3495
 Mondeo,2011,Manual,137000,Diesel,26.65,2,3495
Q2,2019,Manual,3897,Petrol,19.6,1.5,24888
A3,2019,Automatic,5793,Diesel,26.15,1.6,21450
 Mondeo,2011,Manual,84951,Diesel,26.65,2,3495
 Focus,2011,Manual,102000,Diesel,31.4,1.6,3495
A3,2018,Semi-Auto,9135,Petrol,28.25,1.5,20688
 Aygo,2011,Manual,50000,Petrol,30.7,1,3495
Q2,2019,Semi-Auto,2145,Diesel,23.15,2,28495
 Mondeo,2012,Manual,151000,Diesel,32.85,1.6,3495
A3,2019,Semi-Auto,1054,Petrol,17.25,2,34995
A4,2019,Automatic,4598,Petrol,19.1,2,30995
A1,2019,Manual,1041,Petrol,22.8,1.5,23495
I30,2012,Manual,65000,Diesel,33.65,1.6,3495
Q2,2018,Manual,9005,Petrol,25.2,1.4,19995
Q3,2019,Automatic,9029,Petrol,15.7,2,40995
 KA,2014,Manual,50452,Petrol,28.85,1.2,3495
 Up,2014,Manual,80324,Petrol,31.4,1,3495
X3,2006,Manual,91000,Diesel,19.6,2,3499
RAV4,2006,Manual,71356,Diesel,19.9,2,3499
A1,2019,Semi-Auto,5676,Petrol,23.55,1,20500
Q5,2019,Semi-Auto,3263,Diesel,19.1,2,36888
 Fiesta,2008,Manual,69676,Petrol,24.8,1.4,3499
Q5,2019,Semi-Auto,44,Petrol,16.05,2,34998
I20,2010,Manual,60179,Petrol,25.2,1.4,3499
Q3,2019,Semi-Auto,13433,Petrol,15.85,2,30543
A4,2019,Semi-Auto,5130,Petrol,19.35,2,26588
Q3,2019,Manual,2362,Diesel,21.4,2,26846
